File Name,Rows,Cols,Has ID,Baseline Data,Keywords,Path,Usefulness
AllClinical00.txt,4796,1187,True,True,"Fail, Pain, KOOS, PASE, XR, KL, MRI, Bone, Cyst, Serum, Comp, CTX, HA, Diet, Walk, Steps, NSAID",../data/OAICompleteData_ASCII/AllClinical00.txt,17
AllClinical03.txt,4796,779,True,True,"Fail, Pain, KOOS, PASE, XR, KL, MRI, Serum, Bio, Comp, HA, Diet, Walk, Steps, NSAID",../data/OAICompleteData_ASCII/AllClinical03.txt,15
AllClinical06.txt,4796,903,True,True,"Fail, Pain, KOOS, PASE, XR, KL, MRI, Serum, Comp, HA, Diet, Walk, Steps, NSAID",../data/OAICompleteData_ASCII/AllClinical06.txt,14
AllClinical10.txt,4796,1095,True,True,"Fail, Pain, KOOS, PASE, XR, KL, MRI, Comp, HA, Diet, Walk, Steps, NSAID",../data/OAICompleteData_ASCII/AllClinical10.txt,13
AllClinical08.txt,4796,703,True,True,"Fail, KOOS, PASE, XR, KL, MRI, Serum, HA, Steps, NSAID",../data/OAICompleteData_ASCII/AllClinical08.txt,10
AllClinical01.txt,4796,575,True,True,"KOOS, PASE, XR, KL, MRI, Serum, Comp, HA, Steps, NSAID",../data/OAICompleteData_ASCII/AllClinical01.txt,10
AllClinical05.txt,4796,605,True,True,"KOOS, PASE, XR, KL, MRI, Serum, Comp, HA, Steps, NSAID",../data/OAICompleteData_ASCII/AllClinical05.txt,10
AllClinical12.txt,3002,629,True,True,"Fail, KOOS, XR, KL, Steps, NSAID",../data/OAICompleteData_ASCII/AllClinical12.txt,6
kMRI_POMA_TKR_MOAKS_BICL.txt,1339,100,True,False,"BML, Tear, Effusion, Synovitis, Bio",../data/OAICompleteData_ASCII/kMRI_POMA_TKR_MOAKS_BICL.txt,5
ALLCLINICAL14.txt,4478,277,True,False,"Fail, KOOS, PASE, XR, NSAID",../data/OAICompleteData_ASCII/ALLCLINICAL14.txt,5
ALLCLINICAL13.txt,4478,395,True,True,"Fail, KOOS, PASE, XR, NSAID",../data/OAICompleteData_ASCII/ALLCLINICAL13.txt,5
kMRI_POMA_IncOA_MOAKS_BICL.txt,2481,101,True,False,"BML, Tear, Effusion, Synovitis, Bio",../data/OAICompleteData_ASCII/kMRI_POMA_IncOA_MOAKS_BICL.txt,5
AllClinical07.txt,4796,257,True,True,"KOOS, XR, KL, NSAID",../data/OAICompleteData_ASCII/AllClinical07.txt,4
SubjectChar00.txt,4796,125,True,True,"PASE, XR, MRI, HA",../data/OAICompleteData_ASCII/SubjectChar00.txt,4
AllClinical09.txt,4796,259,True,True,"KOOS, XR, KL, NSAID",../data/OAICompleteData_ASCII/AllClinical09.txt,4
OUTCOMES99.txt,4796,96,True,False,"XR, KL, JSN",../data/OAICompleteData_ASCII/OUTCOMES99.txt,3
AllClinical11.txt,4796,195,True,True,"KOOS, XR, NSAID",../data/OAICompleteData_ASCII/AllClinical11.txt,3
XRay10.txt,7788,16,True,True,"XR, Comp",../data/OAICompleteData_ASCII/XRay10.txt,2
Biomarkers06.txt,4796,62,True,True,"XR, Serum",../data/OAICompleteData_ASCII/Biomarkers06.txt,2
kxr_sq_bu01.txt,8483,24,True,True,"XR, KL",../data/OAICompleteData_ASCII/kxr_sq_bu01.txt,2
XRay08.txt,4796,16,True,True,"XR, Comp",../data/OAICompleteData_ASCII/XRay08.txt,2
kxr_sq_bu05.txt,7843,24,True,True,"XR, KL",../data/OAICompleteData_ASCII/kxr_sq_bu05.txt,2
kxr_sq_bu03.txt,7988,24,True,True,"XR, KL",../data/OAICompleteData_ASCII/kxr_sq_bu03.txt,2
KXR_SQ_BU10.txt,6956,24,True,True,"XR, KL",../data/OAICompleteData_ASCII/KXR_SQ_BU10.txt,2
hxr_sq_ucsf00.txt,9412,16,True,True,"JSN, HA",../data/OAICompleteData_ASCII/hxr_sq_ucsf00.txt,2
KXR_SQ_BU00.txt,16666,24,True,True,"XR, KL",../data/OAICompleteData_ASCII/KXR_SQ_BU00.txt,2
KXR_SQ_BU08.txt,7041,24,True,True,"XR, KL",../data/OAICompleteData_ASCII/KXR_SQ_BU08.txt,2
KXR_SQ_BU06.txt,14405,24,True,True,"XR, KL",../data/OAICompleteData_ASCII/KXR_SQ_BU06.txt,2
hxr_sq_ucsf06.txt,7276,16,True,False,"JSN, HA",../data/OAICompleteData_ASCII/hxr_sq_ucsf06.txt,2
XRay01.txt,9775,16,True,True,"XR, Comp",../data/OAICompleteData_ASCII/XRay01.txt,2
XRay00.txt,15164,16,True,True,"XR, Comp",../data/OAICompleteData_ASCII/XRay00.txt,2
XRay06.txt,15886,16,True,True,"XR, Comp",../data/OAICompleteData_ASCII/XRay06.txt,2
Biomarkers01.txt,4796,62,True,True,"XR, Serum",../data/OAICompleteData_ASCII/Biomarkers01.txt,2
XRay05.txt,7028,16,True,True,"XR, Comp",../data/OAICompleteData_ASCII/XRay05.txt,2
XRay03.txt,8069,16,True,True,"XR, Comp",../data/OAICompleteData_ASCII/XRay03.txt,2
KXR_SQ_BU12.txt,3435,14,True,True,"XR, KL",../data/OAICompleteData_ASCII/KXR_SQ_BU12.txt,2
MRI06.txt,75789,12,True,True,Comp,../data/OAICompleteData_ASCII/MRI06.txt,1
KXR_FTA_DURYEA08.txt,3603,7,True,True,Angle,../data/OAICompleteData_ASCII/KXR_FTA_DURYEA08.txt,1
kMRI_SQ_MOAKS_BICL06.txt,2176,121,True,False,BML,../data/OAICompleteData_ASCII/kMRI_SQ_MOAKS_BICL06.txt,1
MRI02.txt,4045,12,True,True,Comp,../data/OAICompleteData_ASCII/MRI02.txt,1
kxr_fta_duryea01.txt,5807,7,True,True,Angle,../data/OAICompleteData_ASCII/kxr_fta_duryea01.txt,1
MRI08.txt,57799,15,True,True,Comp,../data/OAICompleteData_ASCII/MRI08.txt,1
KXR_FTA_DURYEA00.txt,7410,7,True,True,Angle,../data/OAICompleteData_ASCII/KXR_FTA_DURYEA00.txt,1
MRI03.txt,76306,13,True,True,Comp,../data/OAICompleteData_ASCII/MRI03.txt,1
kMRI_SQ_MOAKS_BICL05.txt,1401,121,True,False,BML,../data/OAICompleteData_ASCII/kMRI_SQ_MOAKS_BICL05.txt,1
MRI01.txt,68817,12,True,True,Comp,../data/OAICompleteData_ASCII/MRI01.txt,1
MRI00.txt,77224,12,True,True,Comp,../data/OAICompleteData_ASCII/MRI00.txt,1
kMRI_SQ_MOAKS_BICL10.txt,1180,121,True,False,BML,../data/OAICompleteData_ASCII/kMRI_SQ_MOAKS_BICL10.txt,1
kxr_fta_duryea03.txt,5482,7,True,True,Angle,../data/OAICompleteData_ASCII/kxr_fta_duryea03.txt,1
kxr_fta_duryea05.txt,5313,7,True,True,Angle,../data/OAICompleteData_ASCII/kxr_fta_duryea05.txt,1
flxr_kneealign_cooke01.txt,2474,6,True,True,Angle,../data/OAICompleteData_ASCII/flxr_kneealign_cooke01.txt,1
Biomarkers03.txt,4796,61,True,True,Serum,../data/OAICompleteData_ASCII/Biomarkers03.txt,1
flxr_kneealign_cooke05.txt,1822,6,True,True,Angle,../data/OAICompleteData_ASCII/flxr_kneealign_cooke05.txt,1
kMRI_SQ_MOAKS_BICL00.txt,5118,121,True,True,BML,../data/OAICompleteData_ASCII/kMRI_SQ_MOAKS_BICL00.txt,1
MRI04.txt,6924,12,True,True,Comp,../data/OAICompleteData_ASCII/MRI04.txt,1
MRI10.txt,65624,16,True,True,Comp,../data/OAICompleteData_ASCII/MRI10.txt,1
Biomarkers08.txt,4796,61,True,True,Serum,../data/OAICompleteData_ASCII/Biomarkers08.txt,1
Biomarkers05.txt,4796,60,True,True,Serum,../data/OAICompleteData_ASCII/Biomarkers05.txt,1
Biomarkers00.txt,4796,53,True,True,Serum,../data/OAICompleteData_ASCII/Biomarkers00.txt,1
flxr_kneealign_cooke03.txt,2550,6,True,True,Angle,../data/OAICompleteData_ASCII/flxr_kneealign_cooke03.txt,1
kxr_fta_duryea06.txt,5092,7,True,True,Angle,../data/OAICompleteData_ASCII/kxr_fta_duryea06.txt,1
KXR_FTA_DURYEA12.txt,1186,7,True,False,Angle,../data/OAICompleteData_ASCII/KXR_FTA_DURYEA12.txt,1
Enrollees.txt,4796,60,True,True,HA,../data/OAICompleteData_ASCII/Enrollees.txt,1
MRI05.txt,69210,12,True,True,Comp,../data/OAICompleteData_ASCII/MRI05.txt,1
kMRI_SQ_MOAKS_BICL01.txt,3937,122,True,True,BML,../data/OAICompleteData_ASCII/kMRI_SQ_MOAKS_BICL01.txt,1
kMRI_SQ_MOAKS_BICL03.txt,2895,121,True,False,BML,../data/OAICompleteData_ASCII/kMRI_SQ_MOAKS_BICL03.txt,1
kxr_fta_duryea10.txt,3689,7,True,True,Angle,../data/OAICompleteData_ASCII/kxr_fta_duryea10.txt,1
kxr_qjsw_rel_duryea05.txt,144,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_rel_duryea05.txt,0
kMRI_POMA_TKR_Chondrometrics.txt,1330,99,True,False,,../data/OAICompleteData_ASCII/kMRI_POMA_TKR_Chondrometrics.txt,0
MIF08.txt,14527,9,True,True,,../data/OAICompleteData_ASCII/MIF08.txt,0
Biospec_FNIH_JoCo_Demographics.txt,129,8,False,True,,../data/OAICompleteData_ASCII/Biospec_FNIH_JoCo_Demographics.txt,0
Accelerometry08.txt,1797,27,True,True,,../data/OAICompleteData_ASCII/Accelerometry08.txt,0
kMRI_QCart_Link03.txt,287,9,True,True,,../data/OAICompleteData_ASCII/kMRI_QCart_Link03.txt,0
Clinical_FNIH.txt,600,48,True,True,"Pain, XR, KL",../data/OAICompleteData_ASCII/Clinical_FNIH.txt,0
kmri_sq_BLKSBML_bicl03.txt,593,9,True,True,BML,../data/OAICompleteData_ASCII/kmri_sq_BLKSBML_bicl03.txt,0
kMRI_FNIH_SQ_MOAKS_BICL00.txt,600,122,True,True,BML,../data/OAICompleteData_ASCII/kMRI_FNIH_SQ_MOAKS_BICL00.txt,0
kMRI_SQ_WORMS_Link03.txt,291,33,True,True,,../data/OAICompleteData_ASCII/kMRI_SQ_WORMS_Link03.txt,0
kMRI_SQ_WORMS_Link_Formats.txt,49,1,False,False,"MRI, WORMS",../data/OAICompleteData_ASCII/kMRI_SQ_WORMS_Link_Formats.txt,0
kMRI_QCart_Link06.txt,300,9,True,True,,../data/OAICompleteData_ASCII/kMRI_QCart_Link06.txt,0
Biomarkers02.txt,288,60,True,True,Serum,../data/OAICompleteData_ASCII/Biomarkers02.txt,0
AllClinical02.txt,288,229,True,True,"KOOS, XR, MRI, Serum, HA, NSAID",../data/OAICompleteData_ASCII/AllClinical02.txt,0
Acceldatabymin08.txt,14878346,8,True,True,,../data/OAICompleteData_ASCII/Acceldatabymin08.txt,0
flxr_kneealign_cooke06.txt,264,6,True,True,Angle,../data/OAICompleteData_ASCII/flxr_kneealign_cooke06.txt,0
kMRI_FNIH_SBP_Qmetrics01.txt,600,40,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_SBP_Qmetrics01.txt,0
AccelDataByDay06.txt,13040,26,True,True,,../data/OAICompleteData_ASCII/AccelDataByDay06.txt,0
kmri_qcart_vs01.txt,160,127,True,True,,../data/OAICompleteData_ASCII/kmri_qcart_vs01.txt,0
FLXR_KneeAlign_Duryea01.txt,2864,9,True,True,,../data/OAICompleteData_ASCII/FLXR_KneeAlign_Duryea01.txt,0
kMRI_FNIH_SQ_MOAKS_BICL03.txt,600,122,True,True,BML,../data/OAICompleteData_ASCII/kMRI_FNIH_SQ_MOAKS_BICL03.txt,0
kmri_sq_worms_link00.txt,300,33,True,True,,../data/OAICompleteData_ASCII/kmri_sq_worms_link00.txt,0
kmri_qcart_vs00.txt,160,127,True,True,,../data/OAICompleteData_ASCII/kmri_qcart_vs00.txt,0
kMRI_FNIH_QCart_Chondrometrics03.txt,599,97,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_QCart_Chondrometrics03.txt,0
kMRI_QCart_Link00.txt,300,9,True,True,,../data/OAICompleteData_ASCII/kMRI_QCart_Link00.txt,0
Biomarkers10.txt,4796,5,True,True,,../data/OAICompleteData_ASCII/Biomarkers10.txt,0
kMRI_FNIH_SBP_Qmetrics03.txt,600,40,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_SBP_Qmetrics03.txt,0
kMRI_FNIH_QCart_Chondrometrics01.txt,582,97,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_QCart_Chondrometrics01.txt,0
kMRI_FNIH_SQ_MOAKS_BICL01.txt,600,122,True,True,BML,../data/OAICompleteData_ASCII/kMRI_FNIH_SQ_MOAKS_BICL01.txt,0
kMRI_FNIH_SBP_Qmetrics00.txt,600,40,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_SBP_Qmetrics00.txt,0
FLXR_KneeAlign_Duryea03.txt,2522,9,True,True,,../data/OAICompleteData_ASCII/FLXR_KneeAlign_Duryea03.txt,0
Biomarkers04.txt,494,60,True,True,Serum,../data/OAICompleteData_ASCII/Biomarkers04.txt,0
kxr_qjsw_duryea08.txt,3557,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_duryea08.txt,0
kMRI_FNIH_QCart_Chondrometrics00.txt,600,97,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_QCart_Chondrometrics00.txt,0
kMRI_FNIH_Boneshape_Imorphics03.txt,600,17,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_Boneshape_Imorphics03.txt,0
FLXR_KneeAlign_Duryea06.txt,352,9,True,True,,../data/OAICompleteData_ASCII/FLXR_KneeAlign_Duryea06.txt,0
kxr_qjsw_rel_duryea01.txt,524,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_rel_duryea01.txt,0
kxr_qjsw_duryea06.txt,5134,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_duryea06.txt,0
COVIDQ97.txt,2070,88,True,False,,../data/OAICompleteData_ASCII/COVIDQ97.txt,0
kMRI_FNIH_Qcart_Biomediq01.txt,582,12,True,True,"Cartilage, Meniscus",../data/OAICompleteData_ASCII/kMRI_FNIH_Qcart_Biomediq01.txt,0
Acceldatabymin06.txt,20629910,8,True,True,,../data/OAICompleteData_ASCII/Acceldatabymin06.txt,0
kxr_sq_rel_bu01.txt,572,26,True,True,"XR, KL",../data/OAICompleteData_ASCII/kxr_sq_rel_bu01.txt,0
kmri_sq_bicl03.txt,115,81,True,True,BML,../data/OAICompleteData_ASCII/kmri_sq_bicl03.txt,0
kxr_sq_rel_bu00.txt,596,24,True,True,"XR, KL",../data/OAICompleteData_ASCII/kxr_sq_rel_bu00.txt,0
kMRI_QCart_Eckstein03.txt,2467,97,True,True,,../data/OAICompleteData_ASCII/kMRI_QCart_Eckstein03.txt,0
kMRI_FNIH_Qcart_Biomediq00.txt,600,12,True,True,"Cartilage, Meniscus",../data/OAICompleteData_ASCII/kMRI_FNIH_Qcart_Biomediq00.txt,0
kMRI_QCart_Eckstein01.txt,2461,97,True,True,,../data/OAICompleteData_ASCII/kMRI_QCart_Eckstein01.txt,0
kmri_sq_bicl00.txt,115,81,True,True,BML,../data/OAICompleteData_ASCII/kmri_sq_bicl00.txt,0
kxr_sq_rel_bu03.txt,552,26,True,True,"XR, KL",../data/OAICompleteData_ASCII/kxr_sq_rel_bu03.txt,0
hxr_sq_summary.txt,9592,8,True,True,,../data/OAICompleteData_ASCII/hxr_sq_summary.txt,0
kMRI_QCart_Eckstein00.txt,3708,97,True,True,,../data/OAICompleteData_ASCII/kMRI_QCart_Eckstein00.txt,0
kMRI_FNIH_Qcart_Biomediq03.txt,600,12,True,True,"Cartilage, Meniscus",../data/OAICompleteData_ASCII/kMRI_FNIH_Qcart_Biomediq03.txt,0
kMRI_FNIH_Boneshape_Imorphics01.txt,582,17,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_Boneshape_Imorphics01.txt,0
Biospec_FNIH_Labcorp00.txt,600,187,True,True,"Serum, Urine, Comp, NTX, CTX, HA, MMP",../data/OAICompleteData_ASCII/Biospec_FNIH_Labcorp00.txt,0
sAGEAncillaryStudy_Formats.txt,42,1,False,False,,../data/OAICompleteData_ASCII/sAGEAncillaryStudy_Formats.txt,0
kxr_sq_rel_bu06.txt,464,26,True,True,"XR, KL",../data/OAICompleteData_ASCII/kxr_sq_rel_bu06.txt,0
Biospec_FNIH_Labcorp01.txt,587,187,True,True,"Serum, Urine, Comp, NTX, CTX, HA, MMP",../data/OAICompleteData_ASCII/Biospec_FNIH_Labcorp01.txt,0
kmri_qcart_eckstein05.txt,318,97,True,True,,../data/OAICompleteData_ASCII/kmri_qcart_eckstein05.txt,0
kMRI_FNIH_Boneshape_Imorphics00.txt,600,17,True,True,,../data/OAICompleteData_ASCII/kMRI_FNIH_Boneshape_Imorphics00.txt,0
Biospec_FNIH_Labcorp03.txt,599,187,True,True,"Serum, Urine, Comp, NTX, CTX, HA, MMP",../data/OAICompleteData_ASCII/Biospec_FNIH_Labcorp03.txt,0
kxr_sq_rel_bu05.txt,516,26,True,True,"XR, KL",../data/OAICompleteData_ASCII/kxr_sq_rel_bu05.txt,0
Accelerometry06.txt,2712,27,True,True,,../data/OAICompleteData_ASCII/Accelerometry06.txt,0
MIF06.txt,15492,9,True,True,,../data/OAICompleteData_ASCII/MIF06.txt,0
MIF04.txt,1772,9,True,True,,../data/OAICompleteData_ASCII/MIF04.txt,0
kxr_qjsw_duryea10.txt,3689,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_duryea10.txt,0
kXR_FNIH_BTI_Duke00.txt,600,11,True,True,,../data/OAICompleteData_ASCII/kXR_FNIH_BTI_Duke00.txt,0
kxr_qjsw_rel_duryea00.txt,556,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_rel_duryea00.txt,0
kmri_sq_worms_link06.txt,300,33,True,True,,../data/OAICompleteData_ASCII/kmri_sq_worms_link06.txt,0
kMRI_SQ_MOAKS_BICL08.txt,569,121,True,False,BML,../data/OAICompleteData_ASCII/kMRI_SQ_MOAKS_BICL08.txt,0
FLXR_KneeAlign_Duryea05.txt,1828,9,True,True,,../data/OAICompleteData_ASCII/FLXR_KneeAlign_Duryea05.txt,0
AllClinical04.txt,494,229,True,True,"KOOS, XR, MRI, Serum, HA, NSAID",../data/OAICompleteData_ASCII/AllClinical04.txt,0
kxr_qjsw_rel_duryea03.txt,500,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_rel_duryea03.txt,0
sAGEAncillaryStudy.txt,746,26,True,False,Fail,../data/OAICompleteData_ASCII/sAGEAncillaryStudy.txt,0
kmri_qcart_eckstein06.txt,836,97,True,True,,../data/OAICompleteData_ASCII/kmri_qcart_eckstein06.txt,0
kxr_qjsw_duryea03.txt,5544,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_duryea03.txt,0
MIF03.txt,14876,9,True,True,,../data/OAICompleteData_ASCII/MIF03.txt,0
kXR_FNIH_BTI_Duke01.txt,600,11,True,True,,../data/OAICompleteData_ASCII/kXR_FNIH_BTI_Duke01.txt,0
MIF02.txt,1125,9,True,True,,../data/OAICompleteData_ASCII/MIF02.txt,0
MIF10.txt,14342,9,True,True,,../data/OAICompleteData_ASCII/MIF10.txt,0
MIF00.txt,15578,9,True,True,,../data/OAICompleteData_ASCII/MIF00.txt,0
kxr_qjsw_duryea00.txt,6245,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_duryea00.txt,0
kXR_FNIH_BTI_Duke03.txt,600,11,True,True,,../data/OAICompleteData_ASCII/kXR_FNIH_BTI_Duke03.txt,0
MIF01.txt,14839,9,True,True,,../data/OAICompleteData_ASCII/MIF01.txt,0
Biospec_FNIH_JoCo_Assays.txt,129,181,False,True,"Serum, Urine, Comp, NTX, CTX, HA, MMP",../data/OAICompleteData_ASCII/Biospec_FNIH_JoCo_Assays.txt,0
kxr_qjsw_duryea01.txt,5874,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_duryea01.txt,0
BoneAncillaryStudy.txt,1212,50,True,True,,../data/OAICompleteData_ASCII/BoneAncillaryStudy.txt,0
hxr_sq_ucsf01.txt,72,16,True,False,"JSN, HA",../data/OAICompleteData_ASCII/hxr_sq_ucsf01.txt,0
kxr_qjsw_duryea05.txt,5349,36,True,True,,../data/OAICompleteData_ASCII/kxr_qjsw_duryea05.txt,0
MIF05.txt,15233,9,True,True,,../data/OAICompleteData_ASCII/MIF05.txt,0
Acceldatabyday08.txt,9399,26,True,True,,../data/OAICompleteData_ASCII/Acceldatabyday08.txt,0
kmri_sq_BLKSBML_bicl00.txt,593,9,True,True,BML,../data/OAICompleteData_ASCII/kmri_sq_BLKSBML_bicl00.txt,0
